symbol,ca,datetime_utc,open,high,low,close,volume
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 16:54,3.1489191511410256e-05,3.8601778731459435e-05,3.1489191511410256e-05,3.5568489319469847e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 16:55,3.5568489319469847e-05,3.7233905712728965e-05,3.238823321964867e-05,3.238823321964867e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 16:56,3.238823321964867e-05,3.440410464274872e-05,3.238823321964867e-05,3.318260050124694e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 16:57,3.318260050124694e-05,3.46578723090586e-05,3.287223023366031e-05,3.3944550907688384e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 16:58,3.3944550907688384e-05,3.3944550907688384e-05,3.1813266580344586e-05,3.3469587387088446e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 16:59,3.3469587387088446e-05,3.738529625023458e-05,3.306729853238188e-05,3.6668658652723456e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:00,3.6668658652723456e-05,3.7227395519112885e-05,3.6668658652723456e-05,3.7227395519112885e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:01,3.7227395519112885e-05,4.239392303912018e-05,3.69401524497472e-05,4.239392303912018e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:02,4.239392303912018e-05,4.544391887200076e-05,4.181614411604699e-05,4.4006712290902664e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:03,4.4006712290902664e-05,4.4006712290902664e-05,3.621049599340918e-05,3.6688612641639905e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:04,3.6688612641639905e-05,3.70673252499145e-05,3.582263468285351e-05,3.70673252499145e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:05,3.70673252499145e-05,4.044208410897194e-05,3.70673252499145e-05,4.025996481497333e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:06,4.025996481497333e-05,5.0300960560183893e-05,4.025996481497333e-05,4.521847555609908e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:07,4.521847555609908e-05,4.5809800619331534e-05,4.296406746632094e-05,4.5809800619331534e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:08,4.5809800619331534e-05,4.8381613606018945e-05,4.5809800619331534e-05,4.6560118691205845e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:09,4.6560118691205845e-05,4.9105539171418855e-05,4.440782436710488e-05,4.9105539171418855e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:10,4.9105539171418855e-05,5.001965601376301e-05,4.7974631700711236e-05,4.859056104248493e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:11,4.859056104248493e-05,4.859056104248493e-05,4.344074352615979e-05,4.344074352615979e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:12,4.344074352615979e-05,4.344074352615979e-05,4.1454645308503864e-05,4.1454645308503864e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:13,4.1454645308503864e-05,4.557739878208505e-05,4.016994628282128e-05,4.2486264764150206e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:14,4.2486264764150206e-05,4.2486264764150206e-05,4.140644885681214e-05,4.140644885681214e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:15,4.140644885681214e-05,4.140644885681214e-05,3.7219426865249044e-05,3.7219426865249044e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:16,3.7219426865249044e-05,3.7219426865249044e-05,3.40779114587736e-05,3.40779114587736e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:17,3.40779114587736e-05,3.5944312033307836e-05,3.40779114587736e-05,3.5944312033307836e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:18,3.5944312033307836e-05,3.650728407534878e-05,3.391201632271437e-05,3.391201632271437e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:19,3.391201632271437e-05,3.4390908680364725e-05,3.3591739930617466e-05,3.3591739930617466e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:20,3.3591739930617466e-05,3.3591739930617466e-05,3.308515386195934e-05,3.321986328340159e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:21,3.321986328340159e-05,4.404618733201478e-05,3.321986328340159e-05,4.310005073318995e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:22,4.310005073318995e-05,4.310005073318995e-05,4.091221724754639e-05,4.091221724754639e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:23,4.091221724754639e-05,4.091221724754639e-05,3.9431129627034505e-05,3.9431129627034505e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:24,3.9431129627034505e-05,3.990008797792814e-05,3.77437353779511e-05,3.77437353779511e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:25,3.77437353779511e-05,3.77437353779511e-05,3.6625344944604783e-05,3.754409570607632e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:26,3.754409570607632e-05,3.890341115644046e-05,3.754409570607632e-05,3.8345903443389774e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:27,3.8345903443389774e-05,3.9167110486953665e-05,3.8345903443389774e-05,3.9167110486953665e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:28,3.9167110486953665e-05,6.400576370673805e-05,3.6082614998431736e-05,3.831669554113045e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:29,3.831669554113045e-05,4.1317563175573136e-05,3.50438753595705e-05,3.50438753595705e-05,
FnsrVv2iJWmr,FnsrVv2iJWmrChyWLsPRKrdRPnshBPhgR8VZLfugpump,2026-03-15 17:30,3.50438753595705e-05,3.539712111893905e-05,3.4880490076750325e-05,3.4880490076750325e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:21,3.624582817119485e-05,3.633891196624536e-05,3.575343445926408e-05,3.624582817119485e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:22,3.624582817119485e-05,5.488395576632213e-05,2.7283267846355934e-05,4.3487900005577374e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:23,4.3487900005577374e-05,7.499526621734635e-05,4.3487900005577374e-05,5.559781054141736e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:24,5.559781054141736e-05,6.376481116328603e-05,4.969222413330196e-05,5.97994469298002e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:25,5.97994469298002e-05,0.00010125354523792964,5.772781717203607e-05,0.00010032724457582265,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:26,0.00010032724457582265,0.00010032724457582265,7.953093493071185e-05,8.957336164206096e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:27,8.957336164206096e-05,9.241432950072048e-05,6.023024740610104e-05,6.414819582935974e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:28,6.414819582935974e-05,7.483069135522468e-05,4.4267228607400115e-05,7.273981315675474e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:29,7.273981315675474e-05,0.00011432897774017151,7.254106066437304e-05,9.969042180328664e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:30,9.969042180328664e-05,0.00010935248886554984,8.335252632230622e-05,9.551495368948122e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:31,9.551495368948122e-05,0.00012313391604815334,6.32428229794705e-05,6.546030344067035e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:32,6.546030344067035e-05,8.98023366987048e-05,6.226165254470609e-05,8.523158410617776e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:33,8.523158410617776e-05,8.541208376356805e-05,3.9902383232086377e-05,4.734576011734704e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:34,4.734576011734704e-05,5.923340655316417e-05,4.734576011734704e-05,5.815009501293877e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:35,5.815009501293877e-05,5.927719350271723e-05,2.5918804154412068e-05,2.832406590167833e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:36,2.832406590167833e-05,3.899581884970581e-05,2.6774957500309964e-05,3.1316294498022515e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:37,3.1316294498022515e-05,3.571201695524597e-05,2.5811674049259548e-05,2.7444629130121155e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:38,2.7444629130121155e-05,4.202799240690431e-05,2.6858092884854013e-05,4.138807039423591e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:39,4.138807039423591e-05,5.704977455567948e-05,4.015326701550764e-05,4.8915042780428195e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:40,4.8915042780428195e-05,7.129965367236168e-05,4.8915042780428195e-05,6.781863282518262e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:41,6.781863282518262e-05,7.43183563762821e-05,5.75672784848786e-05,6.0443570202658667e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:42,6.0443570202658667e-05,6.580924514769687e-05,5.811039526755849e-05,5.86137963227321e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:43,5.86137963227321e-05,9.491557583446122e-05,5.077690943100364e-05,8.72470887569157e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:44,8.72470887569157e-05,9.318350723919427e-05,6.563185895298352e-05,6.933113613909909e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:45,6.933113613909909e-05,7.291356419883434e-05,5.086515799538837e-05,5.7231005448656535e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:46,5.7231005448656535e-05,5.756877628935554e-05,4.5563012460954324e-05,5.587415589462908e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:47,5.587415589462908e-05,7.152354269040483e-05,4.5206650222520365e-05,6.509428811450664e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:48,6.509428811450664e-05,6.974090651970484e-05,5.6466227513219335e-05,6.006011753501845e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:49,6.006011753501845e-05,6.13026204139875e-05,5.134789242810075e-05,5.421424147209453e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:50,5.421424147209453e-05,5.984974998410584e-05,4.6341435451410494e-05,5.670866343130821e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:51,5.670866343130821e-05,5.976480714622606e-05,5.527655686394413e-05,5.616363567685133e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:52,5.616363567685133e-05,6.45154082430502e-05,5.456404646912994e-05,6.371512179732579e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:53,6.371512179732579e-05,6.462506419674403e-05,6.02253496890162e-05,6.20829058430383e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:54,6.20829058430383e-05,7.302787605983354e-05,6.130305024725713e-05,7.02241027615578e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:55,7.02241027615578e-05,7.773592703692676e-05,6.282392418871307e-05,6.415323061684547e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:56,6.415323061684547e-05,6.791825116212953e-05,4.889876346917183e-05,5.2307573967738876e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:57,5.2307573967738876e-05,5.6612016690928126e-05,3.223199610514847e-05,3.948092133330543e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:58,3.948092133330543e-05,4.579513076372233e-05,3.8249870659370466e-05,4.50273383840707e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 17:59,4.50273383840707e-05,5.59317975895459e-05,4.50273383840707e-05,5.521518753545679e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 18:00,5.521518753545679e-05,5.52685656469774e-05,4.283832397292995e-05,4.488596500802812e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 18:01,4.488596500802812e-05,5.533153634286692e-05,4.343337281506499e-05,5.0478455282147554e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 18:02,5.0478455282147554e-05,6.590629096869201e-05,4.9779142688054784e-05,6.542648506745932e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 18:03,6.542648506745932e-05,7.361761681477651e-05,6.266232680273202e-05,6.493171884768478e-05,
HM8dJbqLo38P,HM8dJbqLo38PAy9qeLBMzxbu3BiAFHPW37MwGFbepump,2026-03-15 18:04,6.493171884768478e-05,6.784199869333462e-05,6.227814258153748e-05,6.463736320045848e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:20,3.613084058843246e-05,3.827824254118153e-05,2.1822481811690045e-05,2.4982389770868e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:21,2.4982389770868e-05,3.389202639167425e-05,2.4982389770868e-05,3.389066757180452e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:22,3.389066757180452e-05,4.824872809380107e-05,3.116180307741755e-05,4.7742002336351406e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:23,4.7742002336351406e-05,5.754499331741349e-05,4.72387713316139e-05,4.830699484205873e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:24,4.830699484205873e-05,5.3981263691528225e-05,4.110930374613991e-05,4.918062434165584e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:25,4.918062434165584e-05,7.142998922392667e-05,4.8469242105354576e-05,6.449503406447177e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:26,6.449503406447177e-05,6.934931095719485e-05,5.652898170114409e-05,5.652898170114409e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:27,5.652898170114409e-05,5.652898170114409e-05,4.011140028936292e-05,5.0413267875374504e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:28,5.0413267875374504e-05,6.096096779136779e-05,5.0413267875374504e-05,6.0336567569140876e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:29,6.0336567569140876e-05,7.128396825105227e-05,5.6044550914873014e-05,7.027460053331601e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:30,7.027460053331601e-05,8.265222873972041e-05,6.948865009893512e-05,7.077925046037298e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:31,7.077925046037298e-05,7.96611068997292e-05,6.496340279418044e-05,7.449267154355365e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:32,7.449267154355365e-05,9.919934001653402e-05,7.449267154355365e-05,8.028773420753262e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:33,8.028773420753262e-05,8.367780587728609e-05,5.732706822212577e-05,5.969159960892707e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:34,5.969159960892707e-05,8.6338108773156e-05,5.198918235190766e-05,8.401077552191995e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:35,8.401077552191995e-05,0.00010737908389806984,8.283758098667612e-05,9.828426171932744e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:36,9.828426171932744e-05,0.00010596537271311053,8.629404096066826e-05,9.510935992964635e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:37,9.510935992964635e-05,0.00011670066155981336,8.96985136243677e-05,0.00011387598485745877,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:38,0.00011387598485745877,0.0001346823867727255,0.00011092647395206869,0.00013220585885303227,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:39,0.00013220585885303227,0.0001575274510054646,0.00010857301099444994,0.00011307355277653546,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:40,0.00011307355277653546,0.00011817865643974144,0.00010041473144020539,0.00010924875924093605,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:41,0.00010924875924093605,0.00010924875924093605,8.373476187935333e-05,9.151498778471248e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:42,9.151498778471248e-05,0.00010958035115685482,7.658804014180411e-05,0.00010122727339716096,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:43,0.00010122727339716096,0.00012089735018745167,8.222188532977406e-05,9.581351183756154e-05,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:44,9.581351183756154e-05,0.0001066127915755231,8.752816428994006e-05,0.00010187211109099153,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:45,0.00010187211109099153,0.00011562970256203353,9.560059429234622e-05,0.00011536435828658663,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:46,0.00011536435828658663,0.00012775554536765082,0.00010658572786908809,0.00012715919959133354,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:47,0.00012715919959133354,0.00015494185660416398,0.00012573176392787408,0.00015262696232068424,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:48,0.00015262696232068424,0.0001718724364332893,0.00014378579923375828,0.00015312973166607937,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:49,0.00015312973166607937,0.00015877957768749534,0.00012595669360384126,0.00013119503149699714,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:50,0.00013119503149699714,0.00013870935712245386,0.00011463771713541298,0.00012143365338215821,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:51,0.00012143365338215821,0.0001430247295195808,0.00012143365338215821,0.0001322359913977725,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:52,0.0001322359913977725,0.00014315071702631548,0.00012393446051899257,0.0001431279294038663,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:53,0.0001431279294038663,0.00015552361847646754,0.00013343927591737828,0.00015379607238587823,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:54,0.00015379607238587823,0.0001778730993598577,0.00015084090955067025,0.00015621788372359183,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:55,0.00015621788372359183,0.00018106735327981974,0.0001541190910405401,0.00015890537230166406,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:56,0.00015890537230166406,0.00015993199285424924,0.00013097709853854815,0.0001543109831429591,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:57,0.0001543109831429591,0.00017834137938567852,0.0001543109831429591,0.0001775379782717169,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:58,0.0001775379782717169,0.00019092378431871768,0.00016147802600922708,0.00016745644944486163,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 17:59,0.00016745644944486163,0.000167547257565114,0.00012324533961522206,0.0001339905796162768,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:00,0.0001339905796162768,0.00015071016814189353,0.00011872314964739802,0.00012255791357868866,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:01,0.00012255791357868866,0.00015934174258470048,0.0001224352969194958,0.0001520052204645883,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:02,0.0001520052204645883,0.00015703807870785124,0.0001424071600276487,0.0001561423279742188,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:03,0.0001561423279742188,0.0001731701064422613,0.00015583475485401535,0.00017284055999977033,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:04,0.00017284055999977033,0.00017620865369891308,0.00016079862431948055,0.00017551117598309384,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:05,0.00017551117598309384,0.00018953563899177728,0.00016851814678696042,0.00017098293729568448,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:06,0.00017098293729568448,0.00017649704918272282,0.00014695878714622698,0.0001499665783085411,
EijRpo34HSnj,EijRpo34HSnjj2Di4rbdEZTJRApmf1cxmHqdXSM2pump,2026-03-15 18:07,0.0001499665783085411,0.00019799705559431162,0.0001461279895317407,0.00019798737267554678,
